A!NET_NAME!NET_LOGICAL_PATH!NET_CDS_FSP_UID!NET_SHIELD_NET!NET_RELATIVE_PROPAGATION_DELAY!NET_NO_PIN_ESCAPE!NET_NET_SHORT!NET_VOLTAGE_LAYER!NET_VOLTAGE!NET_RATSNEST_SCHEDULE!NET_CLOCK_NET!NET_NET_PHYSICAL_TYPE!NET_MAX_FINAL_SETTLE!NET_NO_TEST!NET_MAX_EXPOSED_LENGTH!NET_ELECTRICAL_CONSTRAINT_SET!NET_CDS_FSP_BUS_INDEX!NET_STUB_LENGTH!NET_SHIELD_TYPE!NET_NO_RAT!NET_PROPAGATION_DELAY!NET_NO_RIPUP!NET_MIN_HOLD!NET_DIFFERENTIAL_PAIR!NET_MIN_SETUP!NET_MIN_NECK_WIDTH!NET_BUS_NAME!NET_MIN_NOISE_MARGIN!NET_MATCHED_DELAY!NET_ECL!NET_DIFFP_LENGTH_TOL!NET_DIFFP_2ND_LENGTH!NET_NET_GROUP_GRP_NAME!NET_SUBNET_NAME!NET_MIN_BOND_LENGTH!NET_MAX_OVERSHOOT!NET_TS_ALLOWED!NET_MAX_VIA_COUNT!NET_EMC_CRITICAL_NET!NET_CDS_FSP_NET!NET_PROBE_NUMBER!NET_NO_ROUTE!NET_MIN_LINE_WIDTH!NET_ECL_TEMP!NET_NO_GLOSS!NET_ROUTE_PRIORITY!NET_NET_SPACING_TYPE!NET_IMPEDANCE_RULE!
J!C:/USERS/KEVIN/DESKTOP/CARPETAS/ARCHIVOS DE LA U/CLASES/7MO SEMESTRE/ELECTRONICA 2 VICTOR/PCIE11414_KEVINFLORES/PCI11414_KEVIN FLORES/allegro/pci11414_kevin flores.brd!Tue May 12 02:39:03 2026!-100.0000!-100.0000!300.0000!200.0000!0.0001!millimeters!PCI11414_KEVIN FLORES!10.400000 mil!2!OUT OF DATE!
S!PROG19_UART1_RTS_N!@\pci11414_kevin flores\.\pcie switch\(sch_1):prog19_uart1_rts_n!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PCIE_TX_L0_P0_P!@\pci11414_kevin flores\.\pcie switch\(sch_1):pcie_tx_l0_p0_p!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PROG18_UART0_CTS_N/HP_PRSNT_N!@\pci11414_kevin flores\.\pcie switch\(sch_1):\prog18_uart0_cts_n/hp_prsnt_n\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PCIE_TX_L0_P0_N!@\pci11414_kevin flores\.\pcie switch\(sch_1):pcie_tx_l0_p0_n!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PROG17_UART0_RTS_N!@\pci11414_kevin flores\.\pcie switch\(sch_1):prog17_uart0_rts_n!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PROG10_UART3_RXD!@\pci11414_kevin flores\.\pcie switch\(sch_1):prog10_uart3_rxd!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PROG9_UART3_TXD!@\pci11414_kevin flores\.\pcie switch\(sch_1):prog9_uart3_txd!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PROG8_UART2_RXD!@\pci11414_kevin flores\.\pcie switch\(sch_1):prog8_uart2_rxd!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PROG7_UART2_TXD!@\pci11414_kevin flores\.\pcie switch\(sch_1):prog7_uart2_txd!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!GND_EARTH_5!@\pci11414_kevin flores\.\pcie switch\(sch_1):gnd_earth_5!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PROG6_UART1_RXD!@\pci11414_kevin flores\.\pcie switch\(sch_1):prog6_uart1_rxd!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!CLKREQ_L[7]!@\pci11414_kevin flores\.\pcie switch\(sch_1):\clkreq_l[7]\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!6GND_EARTH_6!@\pci11414_kevin flores\.\pcie switch\(sch_1):\6gnd_earth_6\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!CLKREQ_L[6]!@\pci11414_kevin flores\.\pcie switch\(sch_1):\clkreq_l[6]\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!GND_EARTH_7!@\pci11414_kevin flores\.\pcie switch\(sch_1):gnd_earth_7!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PROG5_UART1_TXD!@\pci11414_kevin flores\.\pcie switch\(sch_1):prog5_uart1_txd!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PROG4_UART0_RXD!@\pci11414_kevin flores\.\pcie switch\(sch_1):prog4_uart0_rxd!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!CLKREQ_L[5]!@\pci11414_kevin flores\.\pcie switch\(sch_1):\clkreq_l[5]\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PROG3_UART0_TXD!@\pci11414_kevin flores\.\pcie switch\(sch_1):prog3_uart0_txd!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PROG2_TGT/PERI_ALERT_N!@\pci11414_kevin flores\.\pcie switch\(sch_1):\prog2_tgt/peri_alert_n\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16974407!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16974407!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!EE_MST_SDA!@\pci11414_kevin flores\.\pcie switch\(sch_1):ee_mst_sda!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16973605!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16973605!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!EE_MST_SCL!@\pci11414_kevin flores\.\pcie switch\(sch_1):ee_mst_scl!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16973675!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16973675!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16973091!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16973091!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!0V95_EXT!@\pci11414_kevin flores\.\pcie switch\(sch_1):\0v95_ext\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16972725!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16972725!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16974043!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16974043!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16973473!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16973473!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16972739!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16972739!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16973103!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16973103!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16974539!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16974539!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!1V8C_VDDR!@\pci11414_kevin flores\.\pcie switch\(sch_1):\1v8c_vddr\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PORTCFG[1]!@\pci11414_kevin flores\.\pcie switch\(sch_1):\portcfg[1]\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!0V95_VP!@\pci11414_kevin flores\.\pcie switch\(sch_1):\0v95_vp\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!CLKREQ_L[3]!@\pci11414_kevin flores\.\pcie switch\(sch_1):\clkreq_l[3]\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!3V3_EXT1!@\pci11414_kevin flores\.\pcie switch\(sch_1):\3v3_ext1\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16963010!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16963010!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16973589!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16973589!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!1V8_VPH!@\pci11414_kevin flores\.\pcie switch\(sch_1):\1v8_vph\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16963508!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16963508!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16974041!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16974041!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16973457!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16973457!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16962644!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16962644!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16973105!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16973105!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16963524!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16963524!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16973093!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16973093!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!CLKREQ_L[2]!@\pci11414_kevin flores\.\pcie switch\(sch_1):\clkreq_l[2]\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16963022!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16963022!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16963012!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16963012!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16963024!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16963024!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16962658!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16962658!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16954878!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16954878!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16955245!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16955245!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16955063!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16955063!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16955065!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16955065!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16796595!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16796595!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16955311!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16955311!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!GND_EARTH!@\pci11414_kevin flores\.\pcie switch\(sch_1):gnd_earth!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16963376!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16963376!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16963392!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16963392!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PERST#_SL6_L!@\pci11414_kevin flores\.\pcie switch\(sch_1):\perst#_sl6_l\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16778237!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16778237!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PERST#_SL5_L!@\pci11414_kevin flores\.\pcie switch\(sch_1):\perst#_sl5_l\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PERST_L_3V3!@\pci11414_kevin flores\.\pcie switch\(sch_1):perst_l_3v3!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!0V95_VDDC!@\pci11414_kevin flores\.\pcie switch\(sch_1):\0v95_vddc\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!0V95C_VDDC!@\pci11414_kevin flores\.\pcie switch\(sch_1):\0v95c_vddc\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PERST#_SL4_L!@\pci11414_kevin flores\.\pcie switch\(sch_1):\perst#_sl4_l\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PERST#_SL2_L!@\pci11414_kevin flores\.\pcie switch\(sch_1):\perst#_sl2_l\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!1V8_EXT!@\pci11414_kevin flores\.\pcie switch\(sch_1):\1v8_ext\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16778133!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16778133!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PERST#_SL7_L!@\pci11414_kevin flores\.\pcie switch\(sch_1):\perst#_sl7_l\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N121932!@\pci11414_kevin flores\.\pcie switch\(sch_1):n121932!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!DP_PERST!@\pci11414_kevin flores\.\pcie switch\(sch_1):dp_perst!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PERST#_SL3_L!@\pci11414_kevin flores\.\pcie switch\(sch_1):\perst#_sl3_l\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!ROOT_RST!@\pci11414_kevin flores\.\pcie switch\(sch_1):root_rst!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!LINKSTS[7]_LED!@\pci11414_kevin flores\.\pcie switch\(sch_1):\linksts[7]_led\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N17675177!@\pci11414_kevin flores\.\pcie switch\(sch_1):n17675177!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!1V8_VDDR!@\pci11414_kevin flores\.\pcie switch\(sch_1):\1v8_vddr\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!LINKSTS[6]_LED!@\pci11414_kevin flores\.\pcie switch\(sch_1):\linksts[6]_led\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N17675166!@\pci11414_kevin flores\.\pcie switch\(sch_1):n17675166!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16778358!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16778358!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!LINKSTS[5]_LED!@\pci11414_kevin flores\.\pcie switch\(sch_1):\linksts[5]_led\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!LINKSTS[4]_LED!@\pci11414_kevin flores\.\pcie switch\(sch_1):\linksts[4]_led\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!LINKSTS[3]_LED!@\pci11414_kevin flores\.\pcie switch\(sch_1):\linksts[3]_led\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!LINKSTS[2]_LED!@\pci11414_kevin flores\.\pcie switch\(sch_1):\linksts[2]_led\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!LINKSTS[1]_LED!@\pci11414_kevin flores\.\pcie switch\(sch_1):\linksts[1]_led\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!LINKSTS[0]_LED!@\pci11414_kevin flores\.\pcie switch\(sch_1):\linksts[0]_led\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16901893!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16901893!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16901853!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16901853!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PORTCFG[2]!@\pci11414_kevin flores\.\pcie switch\(sch_1):\portcfg[2]\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16901873!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16901873!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!TCK!@\pci11414_kevin flores\.\pcie switch\(sch_1):tck!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16795119!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16795119!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!FATAL_ERR_L_LED!@\pci11414_kevin flores\.\pcie switch\(sch_1):fatal_err_l_led!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!I2C_ADDR[0]!@\pci11414_kevin flores\.\pcie switch\(sch_1):\i2c_addr[0]\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!TDO!@\pci11414_kevin flores\.\pcie switch\(sch_1):tdo!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!JTAG_SEL_L!@\pci11414_kevin flores\.\pcie switch\(sch_1):jtag_sel_l!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!TDI!@\pci11414_kevin flores\.\pcie switch\(sch_1):tdi!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!SCL_I2C_CN!@\pci11414_kevin flores\.\pcie switch\(sch_1):scl_i2c_cn!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!FATAL_ERR_L_LS!@\pci11414_kevin flores\.\pcie switch\(sch_1):fatal_err_l_ls!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16901781!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16901781!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!ENET_PHY_RESET_N!@\pci11414_kevin flores\.\pcie switch\(sch_1):enet_phy_reset_n!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N176364961!@\pci11414_kevin flores\.\pcie switch\(sch_1):n176364961!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!3.3V_EXT2!@\pci11414_kevin flores\.\pcie switch\(sch_1):\3.3v_ext2\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PERST_L_1V8!@\pci11414_kevin flores\.\pcie switch\(sch_1):perst_l_1v8!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N17643112!@\pci11414_kevin flores\.\pcie switch\(sch_1):n17643112!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!I2C_ADDR[2]!@\pci11414_kevin flores\.\pcie switch\(sch_1):\i2c_addr[2]\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16901741!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16901741!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PORTCFG[0]!@\pci11414_kevin flores\.\pcie switch\(sch_1):\portcfg[0]\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!TMS!@\pci11414_kevin flores\.\pcie switch\(sch_1):tms!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PETP[2]_P!@\pci11414_kevin flores\.\pcie switch\(sch_1):\petp[2]_p\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N122462!@\pci11414_kevin flores\.\pcie switch\(sch_1):n122462!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N16901701!@\pci11414_kevin flores\.\pcie switch\(sch_1):n16901701!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PERP[2]_P!@\pci11414_kevin flores\.\pcie switch\(sch_1):\perp[2]_p\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!N122332!@\pci11414_kevin flores\.\pcie switch\(sch_1):n122332!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!PETP[3]_P!@\pci11414_kevin flores\.\pcie switch\(sch_1):\petp[3]_p\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
S!I2C_ADDR[1]!@\pci11414_kevin flores\.\pcie switch\(sch_1):\i2c_addr[1]\!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
